,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
8805,129087,Male,Loyal Customer,36,Business travel,Business,2342,3,3,3,3,2,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
8806,104077,Female,Loyal Customer,49,Personal Travel,Eco,359,3,4,3,2,3,5,4,3,3,3,1,4,3,3,5,2.0,neutral or dissatisfied
8807,75269,Female,Loyal Customer,47,Personal Travel,Eco,1652,2,5,2,1,3,3,4,3,3,2,3,3,3,5,5,0.0,neutral or dissatisfied
8808,62211,Female,Loyal Customer,15,Personal Travel,Eco,2565,3,4,3,2,2,3,4,2,2,2,3,2,5,2,2,0.0,neutral or dissatisfied
8809,72343,Male,disloyal Customer,29,Business travel,Business,1121,2,2,2,4,5,2,1,5,1,2,4,4,4,5,15,10.0,neutral or dissatisfied
8810,2443,Male,Loyal Customer,58,Business travel,Business,2108,5,5,5,5,2,4,5,5,5,5,5,3,5,3,5,1.0,satisfied
8811,54398,Female,Loyal Customer,49,Business travel,Eco,305,2,3,2,3,3,3,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
8812,74354,Female,Loyal Customer,51,Business travel,Business,1235,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
8813,116924,Male,Loyal Customer,39,Business travel,Business,2780,3,3,3,3,5,4,5,4,4,4,4,5,4,4,2,0.0,satisfied
8814,69170,Female,Loyal Customer,36,Business travel,Business,187,0,5,0,4,3,5,5,3,3,5,5,4,3,3,0,12.0,satisfied
8815,125010,Male,Loyal Customer,70,Personal Travel,Eco,184,4,5,4,5,1,4,1,1,5,3,4,4,4,1,0,0.0,neutral or dissatisfied
8816,28453,Female,disloyal Customer,54,Business travel,Eco Plus,2537,3,3,3,4,3,3,3,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
8817,56724,Male,Loyal Customer,51,Personal Travel,Eco,997,2,3,2,4,1,2,1,1,4,4,4,3,4,1,63,43.0,neutral or dissatisfied
8818,42815,Female,Loyal Customer,27,Personal Travel,Eco,896,2,5,1,5,1,1,1,1,4,3,4,4,4,1,0,0.0,neutral or dissatisfied
8819,120398,Male,Loyal Customer,36,Business travel,Business,3860,2,5,5,5,3,4,4,2,2,2,2,1,2,2,0,39.0,neutral or dissatisfied
8820,103223,Female,Loyal Customer,19,Business travel,Business,351,2,4,4,4,2,2,2,2,3,1,3,1,4,2,39,35.0,neutral or dissatisfied
8821,64737,Male,Loyal Customer,45,Business travel,Business,2828,0,5,0,1,5,4,5,4,4,2,2,5,4,4,0,0.0,satisfied
8822,77127,Female,Loyal Customer,47,Business travel,Business,1481,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
8823,40818,Male,Loyal Customer,31,Business travel,Business,2097,2,3,3,3,2,2,2,2,4,4,3,4,3,2,0,0.0,neutral or dissatisfied
8824,12446,Female,Loyal Customer,54,Personal Travel,Eco,201,2,4,2,1,1,1,3,3,3,2,3,2,3,1,4,13.0,neutral or dissatisfied
8825,68150,Male,Loyal Customer,48,Business travel,Business,603,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
8826,102241,Female,Loyal Customer,34,Business travel,Business,1591,1,1,1,1,2,5,4,4,4,4,4,5,4,3,29,25.0,satisfied
8827,67914,Male,Loyal Customer,54,Personal Travel,Eco,1205,2,4,2,3,2,2,2,2,2,5,4,3,4,2,18,20.0,neutral or dissatisfied
8828,15836,Male,Loyal Customer,16,Personal Travel,Eco,1148,1,5,1,1,5,1,5,5,3,4,5,4,5,5,0,0.0,neutral or dissatisfied
8829,66194,Male,disloyal Customer,22,Business travel,Eco,550,4,0,3,4,2,3,2,2,4,5,5,5,5,2,0,0.0,satisfied
8830,70337,Male,Loyal Customer,32,Business travel,Eco,986,2,1,1,1,2,2,2,2,3,2,4,4,4,2,99,111.0,neutral or dissatisfied
8831,37959,Male,Loyal Customer,25,Business travel,Business,1211,3,3,3,3,4,4,4,4,5,5,4,4,4,4,0,0.0,satisfied
8832,127644,Female,Loyal Customer,30,Personal Travel,Eco,1773,2,5,3,3,5,3,5,5,4,4,5,4,4,5,0,0.0,neutral or dissatisfied
8833,27475,Female,disloyal Customer,8,Business travel,Eco,954,1,1,1,3,4,1,4,4,4,3,4,2,3,4,3,12.0,neutral or dissatisfied
8834,104747,Male,disloyal Customer,37,Business travel,Eco,846,3,3,3,1,2,3,2,2,4,5,4,4,2,2,46,91.0,neutral or dissatisfied
8835,116603,Male,Loyal Customer,41,Business travel,Business,2112,4,4,4,4,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
8836,120573,Female,Loyal Customer,42,Business travel,Business,2176,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
8837,23197,Male,Loyal Customer,45,Business travel,Eco Plus,223,3,3,3,3,3,3,3,3,1,2,2,5,5,3,0,0.0,satisfied
8838,58715,Male,disloyal Customer,23,Business travel,Eco,606,1,4,1,4,2,1,2,2,4,5,4,1,4,2,21,13.0,neutral or dissatisfied
8839,98400,Male,Loyal Customer,27,Business travel,Business,3641,2,1,1,1,2,2,2,2,2,4,2,3,2,2,0,0.0,neutral or dissatisfied
8840,45872,Male,Loyal Customer,41,Business travel,Eco,641,2,3,3,3,2,2,2,2,1,5,5,4,5,2,47,39.0,satisfied
8841,67419,Male,Loyal Customer,29,Business travel,Business,2013,2,2,2,2,2,2,2,2,1,4,3,3,3,2,0,0.0,neutral or dissatisfied
8842,100164,Male,disloyal Customer,18,Business travel,Eco,468,3,3,3,3,4,3,4,4,1,4,3,4,3,4,44,96.0,neutral or dissatisfied
8843,49017,Female,Loyal Customer,56,Business travel,Business,2640,0,0,0,3,2,4,1,1,1,1,1,3,1,4,10,1.0,satisfied
8844,51016,Female,Loyal Customer,69,Personal Travel,Eco,190,3,4,3,1,3,5,5,4,4,3,2,3,4,5,0,0.0,neutral or dissatisfied
8845,78026,Male,Loyal Customer,37,Business travel,Eco,332,3,5,5,5,3,5,3,3,1,4,5,2,2,3,0,0.0,satisfied
8846,67366,Male,Loyal Customer,49,Business travel,Business,641,1,1,1,1,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
8847,104084,Male,Loyal Customer,53,Personal Travel,Eco,666,3,3,3,4,4,3,4,4,1,2,3,1,3,4,2,0.0,neutral or dissatisfied
8848,23264,Female,Loyal Customer,34,Business travel,Business,2205,2,2,2,2,3,1,2,4,4,4,4,4,4,3,1,0.0,satisfied
8849,9601,Male,Loyal Customer,40,Personal Travel,Eco,296,5,5,5,4,3,5,3,3,3,2,5,4,4,3,0,0.0,satisfied
8850,1988,Male,Loyal Customer,13,Personal Travel,Eco,383,3,2,3,3,4,3,4,4,1,4,2,1,2,4,0,0.0,neutral or dissatisfied
8851,34738,Male,disloyal Customer,48,Business travel,Eco,301,2,1,3,3,2,3,2,2,3,5,3,2,3,2,0,0.0,neutral or dissatisfied
8852,26805,Female,disloyal Customer,21,Business travel,Eco,796,0,0,0,1,4,0,4,4,3,5,2,2,1,4,0,0.0,satisfied
8853,109883,Male,Loyal Customer,11,Business travel,Business,1943,4,4,4,4,4,4,4,4,3,4,5,5,4,4,0,0.0,satisfied
8854,62665,Female,disloyal Customer,48,Business travel,Business,1846,1,1,1,3,5,1,5,5,4,3,3,3,4,5,48,46.0,neutral or dissatisfied
8855,70945,Female,Loyal Customer,40,Personal Travel,Eco,612,3,5,3,2,3,3,2,3,5,2,4,3,5,3,0,2.0,neutral or dissatisfied
8856,74474,Female,disloyal Customer,25,Business travel,Eco,1242,2,2,2,3,4,2,4,4,2,3,4,1,4,4,0,0.0,neutral or dissatisfied
8857,79387,Male,Loyal Customer,56,Business travel,Business,3705,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
8858,35245,Female,Loyal Customer,45,Business travel,Eco,944,2,3,3,3,1,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
8859,77925,Male,Loyal Customer,55,Personal Travel,Business,214,4,4,4,3,4,4,4,1,1,4,1,3,1,3,0,14.0,neutral or dissatisfied
8860,55274,Male,disloyal Customer,22,Business travel,Business,1839,5,5,5,1,4,5,4,4,5,5,4,4,5,4,20,12.0,satisfied
8861,7113,Female,Loyal Customer,58,Personal Travel,Eco,273,3,5,3,3,1,4,2,2,2,3,2,5,2,3,0,0.0,neutral or dissatisfied
8862,556,Male,Loyal Customer,39,Business travel,Business,2398,5,5,5,5,4,5,5,4,4,4,4,5,4,4,0,4.0,satisfied
8863,21470,Male,disloyal Customer,77,Business travel,Eco,399,5,0,5,4,1,5,1,1,4,1,3,1,5,1,0,0.0,satisfied
8864,125611,Female,Loyal Customer,59,Business travel,Business,2001,4,4,5,4,2,5,5,5,5,5,5,4,5,4,6,16.0,satisfied
8865,107580,Male,Loyal Customer,37,Business travel,Business,1521,2,2,2,2,3,5,4,4,4,4,4,3,4,4,0,67.0,satisfied
8866,40800,Female,Loyal Customer,43,Business travel,Business,626,5,5,4,5,2,4,5,5,5,5,5,1,5,3,66,43.0,satisfied
8867,122698,Female,Loyal Customer,41,Personal Travel,Eco,361,3,4,3,4,1,3,1,1,5,2,5,4,4,1,0,0.0,neutral or dissatisfied
8868,9257,Male,Loyal Customer,12,Personal Travel,Eco,157,0,5,0,3,1,0,1,1,5,3,4,5,5,1,0,0.0,satisfied
8869,32799,Female,disloyal Customer,23,Business travel,Business,102,2,1,2,3,2,2,2,2,3,3,4,4,3,2,0,9.0,neutral or dissatisfied
8870,115093,Female,Loyal Customer,43,Business travel,Business,337,2,2,2,2,3,4,5,4,4,4,4,4,4,3,0,8.0,satisfied
8871,122430,Female,disloyal Customer,24,Business travel,Eco,416,5,0,5,1,5,5,5,5,2,4,5,2,2,5,0,0.0,satisfied
8872,112488,Female,Loyal Customer,53,Personal Travel,Eco,909,5,3,5,4,1,4,3,1,1,5,1,4,1,3,1,0.0,satisfied
8873,107900,Male,Loyal Customer,41,Business travel,Business,3872,1,1,1,1,2,5,5,3,3,4,3,4,3,5,9,0.0,satisfied
8874,124315,Female,Loyal Customer,41,Personal Travel,Eco,601,3,1,3,3,3,3,3,3,1,5,4,3,3,3,0,0.0,neutral or dissatisfied
8875,116080,Female,Loyal Customer,33,Personal Travel,Eco,296,1,4,1,3,5,1,5,5,3,4,4,3,5,5,20,19.0,neutral or dissatisfied
8876,111145,Male,Loyal Customer,45,Business travel,Eco,650,2,4,3,4,2,2,2,2,2,4,5,3,2,2,0,0.0,satisfied
8877,9609,Female,Loyal Customer,30,Personal Travel,Eco,229,1,1,1,3,2,1,2,2,1,3,4,1,4,2,0,0.0,neutral or dissatisfied
8878,55967,Male,Loyal Customer,42,Business travel,Eco,1620,3,4,4,4,2,3,2,2,1,2,3,4,2,2,0,0.0,neutral or dissatisfied
8879,110838,Female,Loyal Customer,33,Personal Travel,Eco Plus,1166,4,5,4,3,4,4,4,4,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
8880,29689,Male,disloyal Customer,24,Business travel,Eco,717,3,3,3,4,3,3,2,3,1,2,3,1,2,3,0,0.0,neutral or dissatisfied
8881,91157,Male,Loyal Customer,11,Personal Travel,Eco,404,2,5,2,5,2,2,2,2,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
8882,9088,Female,Loyal Customer,30,Personal Travel,Eco,160,3,3,3,4,5,3,1,5,2,5,4,1,4,5,34,22.0,neutral or dissatisfied
8883,7241,Male,Loyal Customer,37,Business travel,Business,3480,3,2,2,2,1,3,4,2,2,2,3,1,2,1,34,33.0,neutral or dissatisfied
8884,73258,Female,Loyal Customer,7,Personal Travel,Eco,675,2,4,2,3,5,2,5,5,3,2,5,4,4,5,0,0.0,neutral or dissatisfied
8885,90803,Female,Loyal Customer,29,Business travel,Business,2100,2,5,5,5,2,2,2,2,2,5,3,1,3,2,0,5.0,neutral or dissatisfied
8886,120995,Female,Loyal Customer,37,Business travel,Business,1013,3,3,3,3,1,4,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
8887,51006,Male,Loyal Customer,49,Personal Travel,Eco,190,4,4,0,4,5,0,5,5,2,2,3,4,4,5,0,0.0,neutral or dissatisfied
8888,96961,Female,disloyal Customer,28,Business travel,Business,775,1,1,1,3,3,1,3,3,3,4,4,3,4,3,59,64.0,neutral or dissatisfied
8889,36298,Female,Loyal Customer,36,Business travel,Business,187,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,23.0,satisfied
8890,62197,Male,Loyal Customer,38,Personal Travel,Eco,2454,4,1,4,4,4,4,4,4,1,1,4,4,4,4,0,0.0,satisfied
8891,90340,Male,Loyal Customer,54,Business travel,Business,3850,5,3,5,5,4,4,4,4,3,4,4,4,5,4,333,325.0,satisfied
8892,80897,Male,Loyal Customer,45,Personal Travel,Eco Plus,692,2,1,2,4,1,2,1,1,1,2,3,3,3,1,0,0.0,neutral or dissatisfied
8893,53992,Male,Loyal Customer,41,Business travel,Eco,1825,4,3,3,3,4,4,4,4,1,3,4,5,1,4,1,0.0,satisfied
8894,47819,Female,disloyal Customer,38,Business travel,Eco,817,3,3,3,4,4,3,4,4,2,4,3,1,4,4,0,0.0,neutral or dissatisfied
8895,44209,Female,Loyal Customer,54,Personal Travel,Eco Plus,157,3,4,3,4,3,4,5,2,2,3,2,3,2,4,42,40.0,neutral or dissatisfied
8896,105346,Male,Loyal Customer,63,Personal Travel,Eco,409,0,5,0,1,4,0,4,4,4,4,4,4,4,4,0,0.0,satisfied
8897,20558,Male,Loyal Customer,37,Business travel,Eco,606,3,5,5,5,3,3,3,3,3,1,2,3,3,3,0,0.0,neutral or dissatisfied
8898,9908,Male,disloyal Customer,37,Business travel,Business,515,2,2,2,2,5,2,4,5,5,2,5,5,5,5,18,43.0,neutral or dissatisfied
8899,54341,Male,Loyal Customer,62,Personal Travel,Eco,1597,4,5,4,3,4,4,2,4,4,2,4,3,4,4,2,0.0,neutral or dissatisfied
8900,55547,Male,Loyal Customer,38,Business travel,Business,2239,1,1,1,1,4,2,1,4,4,4,3,5,4,4,0,5.0,satisfied
8901,46330,Male,Loyal Customer,65,Personal Travel,Eco,420,4,3,4,4,4,4,3,4,2,1,3,1,4,4,0,0.0,neutral or dissatisfied
8902,98060,Male,Loyal Customer,52,Business travel,Business,1449,1,1,1,1,3,5,5,2,2,3,2,5,2,4,8,0.0,satisfied
8903,39005,Female,Loyal Customer,43,Business travel,Business,406,1,0,0,3,1,3,4,3,3,0,3,2,3,1,0,2.0,neutral or dissatisfied
8904,129,Male,Loyal Customer,67,Personal Travel,Eco,562,4,2,4,4,2,4,2,2,4,3,4,1,3,2,0,0.0,neutral or dissatisfied
8905,111012,Male,Loyal Customer,60,Business travel,Business,197,5,5,5,5,4,5,4,4,4,4,5,5,4,4,26,9.0,satisfied
8906,72806,Male,Loyal Customer,51,Personal Travel,Eco,1045,1,4,1,2,1,1,1,1,2,1,5,4,3,1,0,0.0,neutral or dissatisfied
8907,76669,Female,Loyal Customer,63,Personal Travel,Eco,516,2,5,2,3,2,5,3,5,5,2,5,4,5,1,0,0.0,neutral or dissatisfied
8908,25378,Male,Loyal Customer,43,Business travel,Business,2799,3,1,2,1,4,2,3,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
8909,12959,Male,Loyal Customer,41,Business travel,Eco Plus,674,4,2,2,2,4,4,4,4,1,3,4,2,5,4,12,5.0,satisfied
8910,4445,Male,Loyal Customer,19,Personal Travel,Eco,762,3,4,3,3,5,3,5,5,5,3,5,3,4,5,17,12.0,neutral or dissatisfied
8911,77696,Female,Loyal Customer,50,Business travel,Business,3359,4,4,3,4,4,4,4,5,5,5,5,3,5,3,12,8.0,satisfied
8912,95749,Male,Loyal Customer,40,Business travel,Eco,237,4,1,1,1,4,4,4,4,1,5,2,4,1,4,0,0.0,neutral or dissatisfied
8913,24905,Female,Loyal Customer,28,Business travel,Eco,762,0,0,0,4,1,0,1,1,3,4,4,5,1,1,0,0.0,satisfied
8914,11046,Male,Loyal Customer,7,Personal Travel,Eco,312,3,4,3,2,5,3,5,5,3,5,4,3,5,5,96,91.0,neutral or dissatisfied
8915,24548,Male,disloyal Customer,18,Business travel,Eco,874,2,2,2,3,1,2,1,1,5,2,2,4,4,1,27,32.0,neutral or dissatisfied
8916,56949,Female,Loyal Customer,44,Business travel,Business,2565,2,2,3,2,5,5,5,3,4,4,5,5,4,5,0,5.0,satisfied
8917,104677,Male,Loyal Customer,54,Business travel,Business,641,5,5,5,5,5,5,5,3,5,4,5,5,4,5,141,190.0,satisfied
8918,71243,Male,disloyal Customer,30,Business travel,Business,733,2,2,2,4,3,2,3,3,4,3,4,5,4,3,81,61.0,neutral or dissatisfied
8919,8545,Male,disloyal Customer,22,Business travel,Business,109,4,0,4,2,5,4,5,5,4,5,5,4,5,5,3,7.0,satisfied
8920,124225,Female,Loyal Customer,57,Business travel,Business,1916,3,3,3,3,4,4,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
8921,36152,Female,Loyal Customer,48,Personal Travel,Eco,818,3,3,3,2,2,5,4,1,1,3,1,1,1,4,0,16.0,neutral or dissatisfied
8922,104727,Male,disloyal Customer,25,Business travel,Eco,1407,3,3,3,3,4,3,4,4,4,5,3,2,3,4,0,0.0,neutral or dissatisfied
8923,109176,Female,Loyal Customer,67,Business travel,Eco,793,1,2,2,2,2,3,4,2,2,1,2,4,2,1,58,47.0,neutral or dissatisfied
8924,76452,Male,disloyal Customer,39,Business travel,Business,481,1,1,1,4,3,1,3,3,4,4,4,3,5,3,7,16.0,neutral or dissatisfied
8925,99287,Female,Loyal Customer,54,Personal Travel,Eco,833,3,5,4,1,5,4,4,3,3,4,3,5,3,4,0,0.0,neutral or dissatisfied
8926,90530,Male,disloyal Customer,25,Business travel,Business,594,4,0,3,2,4,3,5,4,3,5,4,3,4,4,0,0.0,satisfied
8927,124354,Female,disloyal Customer,21,Business travel,Eco,808,1,2,2,4,2,2,2,2,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
8928,33316,Female,Loyal Customer,60,Personal Travel,Business,2349,2,1,2,3,3,4,4,2,2,2,3,3,2,3,0,0.0,neutral or dissatisfied
8929,112830,Female,Loyal Customer,29,Business travel,Business,3121,1,5,5,5,1,1,1,1,3,5,4,2,3,1,0,0.0,neutral or dissatisfied
8930,23487,Male,disloyal Customer,22,Business travel,Eco,516,2,0,2,1,1,2,1,1,5,5,1,2,1,1,37,31.0,neutral or dissatisfied
8931,61032,Male,Loyal Customer,49,Business travel,Business,1546,2,2,2,2,5,4,4,5,2,5,5,4,5,4,266,281.0,satisfied
8932,37137,Male,Loyal Customer,50,Business travel,Eco,1189,2,2,2,2,2,2,2,1,3,4,3,2,3,2,186,201.0,neutral or dissatisfied
8933,21247,Male,Loyal Customer,22,Business travel,Eco Plus,317,3,3,3,3,3,3,1,3,1,3,3,3,2,3,70,71.0,neutral or dissatisfied
8934,94312,Male,Loyal Customer,56,Business travel,Business,248,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
8935,42252,Female,Loyal Customer,52,Business travel,Business,329,1,3,3,3,2,3,3,1,1,2,1,1,1,1,2,0.0,neutral or dissatisfied
8936,23828,Female,Loyal Customer,60,Personal Travel,Eco Plus,438,2,4,2,3,2,4,4,5,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
8937,103936,Male,Loyal Customer,57,Business travel,Business,2184,1,1,1,1,3,4,4,5,5,5,5,4,5,4,41,41.0,satisfied
8938,56128,Female,Loyal Customer,51,Business travel,Business,1400,5,5,4,5,4,5,5,4,4,5,4,3,4,5,18,35.0,satisfied
8939,75824,Male,disloyal Customer,46,Business travel,Business,1440,3,4,4,2,4,3,4,4,4,3,5,5,4,4,41,36.0,neutral or dissatisfied
8940,59673,Female,Loyal Customer,70,Personal Travel,Eco,787,3,3,3,5,2,1,3,4,4,3,4,4,4,4,2,0.0,neutral or dissatisfied
8941,73531,Female,Loyal Customer,31,Business travel,Business,594,5,5,5,5,3,3,3,3,4,5,5,4,5,3,1,0.0,satisfied
8942,31665,Female,Loyal Customer,21,Business travel,Business,3135,3,1,1,1,3,3,3,3,2,2,3,2,3,3,0,0.0,neutral or dissatisfied
8943,112114,Female,Loyal Customer,55,Personal Travel,Eco,1024,3,4,3,2,2,4,4,2,2,3,2,4,2,5,13,4.0,neutral or dissatisfied
8944,126655,Female,Loyal Customer,57,Personal Travel,Eco,602,1,5,1,1,1,1,2,2,2,1,2,1,2,3,17,22.0,neutral or dissatisfied
8945,92035,Female,Loyal Customer,28,Business travel,Business,1535,3,3,5,3,4,4,4,4,5,5,4,5,5,4,0,0.0,satisfied
8946,123397,Female,Loyal Customer,57,Business travel,Business,1337,2,2,2,2,5,4,4,3,3,4,3,4,3,5,0,0.0,satisfied
8947,41394,Female,Loyal Customer,65,Business travel,Business,2592,5,5,5,5,5,3,5,4,4,4,4,4,4,2,0,0.0,satisfied
8948,81053,Male,Loyal Customer,13,Personal Travel,Eco,1175,1,3,0,4,4,0,4,4,4,2,2,4,3,4,0,0.0,neutral or dissatisfied
8949,53372,Male,Loyal Customer,39,Business travel,Business,1452,3,1,1,1,2,3,4,3,3,3,3,2,3,4,13,0.0,neutral or dissatisfied
8950,116526,Male,Loyal Customer,60,Personal Travel,Eco,358,3,4,5,2,1,5,1,1,5,4,4,5,4,1,57,43.0,neutral or dissatisfied
8951,60975,Female,Loyal Customer,23,Personal Travel,Eco,888,2,4,2,5,3,2,3,3,3,3,4,4,5,3,59,56.0,neutral or dissatisfied
8952,50234,Male,Loyal Customer,62,Business travel,Business,363,4,5,5,5,3,4,3,4,4,4,4,2,4,2,0,0.0,neutral or dissatisfied
8953,37116,Male,Loyal Customer,47,Business travel,Eco,1046,5,2,2,2,5,5,5,5,4,2,5,5,4,5,36,31.0,satisfied
8954,63351,Male,Loyal Customer,25,Personal Travel,Eco,337,5,5,5,3,3,5,3,3,3,4,5,4,4,3,0,0.0,satisfied
8955,123037,Female,disloyal Customer,43,Business travel,Business,650,4,4,4,1,5,4,5,5,5,3,4,3,4,5,0,0.0,neutral or dissatisfied
8956,34837,Female,disloyal Customer,16,Business travel,Eco Plus,264,3,5,2,1,1,2,1,1,2,2,5,2,4,1,0,0.0,neutral or dissatisfied
8957,107997,Female,Loyal Customer,37,Business travel,Business,3985,0,0,0,3,5,2,4,4,4,4,4,1,4,3,0,0.0,satisfied
8958,24660,Female,disloyal Customer,21,Business travel,Eco,873,2,2,2,3,3,2,1,3,3,5,2,1,3,3,7,0.0,neutral or dissatisfied
8959,31919,Female,Loyal Customer,51,Business travel,Business,102,0,4,0,1,5,4,5,3,3,3,3,4,3,4,0,0.0,satisfied
8960,36988,Male,Loyal Customer,33,Business travel,Business,2330,3,3,5,3,3,2,3,3,1,4,4,1,4,3,66,55.0,neutral or dissatisfied
8961,125710,Male,Loyal Customer,57,Personal Travel,Eco,814,4,5,4,1,4,4,4,4,3,5,4,3,4,4,0,0.0,neutral or dissatisfied
8962,64838,Female,disloyal Customer,37,Business travel,Eco,190,2,3,2,3,1,2,1,1,1,3,4,2,3,1,77,67.0,neutral or dissatisfied
8963,58884,Male,Loyal Customer,43,Business travel,Business,888,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
8964,76722,Female,disloyal Customer,39,Business travel,Business,547,1,1,1,3,3,1,3,3,1,3,4,3,3,3,1,0.0,neutral or dissatisfied
8965,103839,Female,Loyal Customer,25,Business travel,Business,979,4,1,3,1,4,4,4,4,3,4,3,4,3,4,15,8.0,neutral or dissatisfied
8966,29260,Male,Loyal Customer,44,Business travel,Business,834,2,2,2,2,3,3,3,4,4,4,4,2,4,5,0,4.0,satisfied
8967,15763,Female,Loyal Customer,62,Business travel,Business,292,2,2,2,2,4,1,2,5,5,5,5,3,5,4,0,0.0,satisfied
8968,58526,Female,Loyal Customer,59,Personal Travel,Eco,719,3,5,3,3,4,4,5,2,2,3,2,4,2,5,0,11.0,neutral or dissatisfied
8969,51873,Male,disloyal Customer,25,Business travel,Eco,771,3,3,3,2,2,3,1,2,5,2,2,5,4,2,0,0.0,neutral or dissatisfied
8970,128104,Female,Loyal Customer,12,Personal Travel,Business,1587,3,4,3,4,1,3,1,1,3,5,3,5,5,1,3,0.0,neutral or dissatisfied
8971,73413,Male,disloyal Customer,79,Business travel,Eco,797,2,2,2,4,2,2,4,2,2,1,3,5,1,2,0,0.0,neutral or dissatisfied
8972,23506,Male,Loyal Customer,43,Business travel,Business,2116,1,1,1,1,2,4,5,5,5,5,5,4,5,1,0,0.0,satisfied
8973,91548,Male,disloyal Customer,38,Business travel,Business,280,3,3,3,3,4,3,4,4,1,2,3,2,3,4,0,17.0,neutral or dissatisfied
8974,129423,Female,Loyal Customer,46,Business travel,Business,2357,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
8975,29875,Female,Loyal Customer,32,Business travel,Business,2486,2,1,1,1,2,2,2,2,2,2,4,1,3,2,0,0.0,neutral or dissatisfied
8976,81882,Female,Loyal Customer,15,Business travel,Business,1661,4,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5.0,satisfied
8977,49937,Male,disloyal Customer,25,Business travel,Eco,110,2,3,2,3,4,2,4,4,2,2,2,1,2,4,4,29.0,neutral or dissatisfied
8978,42069,Male,Loyal Customer,26,Personal Travel,Eco,116,3,2,3,3,4,3,4,4,3,3,3,1,4,4,98,97.0,neutral or dissatisfied
8979,8418,Male,Loyal Customer,35,Business travel,Eco,862,1,4,4,4,1,1,1,1,2,3,3,3,2,1,1,0.0,neutral or dissatisfied
8980,44389,Female,disloyal Customer,38,Business travel,Eco,342,4,1,4,3,2,4,4,2,4,2,4,1,3,2,0,1.0,satisfied
8981,42290,Female,Loyal Customer,38,Business travel,Business,2050,1,1,1,1,3,3,4,5,5,5,5,5,5,4,0,0.0,satisfied
8982,60629,Male,Loyal Customer,51,Business travel,Business,1620,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
8983,104997,Male,Loyal Customer,43,Personal Travel,Eco,406,2,5,2,4,4,2,2,4,2,1,2,3,4,4,0,0.0,neutral or dissatisfied
8984,5625,Female,Loyal Customer,36,Personal Travel,Eco,624,4,5,4,3,1,4,1,1,5,2,1,5,4,1,0,0.0,satisfied
8985,42711,Female,disloyal Customer,24,Business travel,Eco Plus,627,1,0,1,4,4,1,4,4,2,1,4,3,4,4,0,,neutral or dissatisfied
8986,114420,Male,Loyal Customer,59,Business travel,Business,417,1,1,1,1,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
8987,119578,Female,Loyal Customer,51,Business travel,Business,2552,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0,0.0,satisfied
8988,31154,Female,Loyal Customer,40,Business travel,Business,495,4,4,4,4,1,5,1,2,2,2,2,5,2,2,70,75.0,satisfied
8989,41832,Male,disloyal Customer,45,Business travel,Eco,462,5,0,5,4,3,0,3,3,5,1,1,3,5,3,0,36.0,satisfied
8990,80133,Male,disloyal Customer,35,Business travel,Business,2586,1,1,1,2,1,5,5,5,2,4,5,5,3,5,33,22.0,neutral or dissatisfied
8991,2160,Male,disloyal Customer,22,Business travel,Business,624,0,0,0,2,3,0,3,3,5,2,4,5,5,3,81,94.0,satisfied
8992,63994,Male,Loyal Customer,12,Business travel,Eco,612,2,3,3,3,2,2,1,2,4,3,2,2,3,2,9,3.0,neutral or dissatisfied
8993,59902,Male,Loyal Customer,19,Business travel,Business,2905,4,4,4,4,4,4,4,4,5,4,4,3,4,4,0,0.0,satisfied
